dummy_businesspersonalities,dummy_celebrities,dummy_entertainmentleisurebusiness,dummy_hiphop,dummy_music,dummy_nbaplayers,dummy_news,dummy_politics,dummy_sports,dummy_sportsfigures,dummy_sportsfitnessbusiness,dummy_television,hashtags_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,tweet_sentiment,followers_count
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,32,0,0.0,2967219
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,54,1,0.4404,2967219
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,39,1,0.0,2967219
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,45,1,0.3182,2967219
0,0,0,0,1,0,0,0,0,0,0,0,2,6,1,311,1,0.6249,3479877
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,301,0,0.9604,3479877
0,1,1,0,1,0,0,0,0,0,0,0,4,1,0,105,1,0.765,45328533
0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,133,1,0.7097,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,47,0,0.7067,45328533
0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,242,1,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,33,0,0.6114,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0.7096,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,168,0,0.9036,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,91,0,0.5374,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,29,0,0.5093,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,46,0,0.7249,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,138,1,0.1779,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,35,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0.8625,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,175,0,0.636,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,41,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,103,3,0.7269,45328533
0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,111,3,0.3182,45328533
0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,111,4,0.3182,45328533
0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,126,3,0.8257,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,112,1,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,52,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,42,0,0.6486,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,201,3,0.7447,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,117,1,0.6124,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,120,1,0.6458,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38,1,0.3182,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0.4019,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,80,0,0.4019,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,65,0,0.765,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,58,0,0.0772,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,134,0,0.9674,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,58,0,0.4019,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,54,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,68,0,0.7537,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,33,0,0.6458,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,102,0,0.8225,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,48,0,0.7096,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,161,0,0.8257,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,133,0,0.802,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,57,0,0.7269,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,140,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,80,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,73,0,-0.4983,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,65,0,0.3561,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,40,0,0.5538,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,112,0,0.5526,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,55,2,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,240,1,0.9898,45328533
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,67,4,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,181,4,0.8885,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,147,1,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,52,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,5,0,100,0,0.4199,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,58,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,5,0,94,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,64,0,0.6554,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,23,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,59,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,104,0,0.7249,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,74,2,0.3182,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,38,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,54,1,0.4767,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,54,1,0.6784,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,52,0,0.9325,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19,0,0.8126,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,17,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,51,0,0.7767,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,16,0,0.8074,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,36,0,0.6369,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,26,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,16,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,43,0,0.877,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,174,1,0.9374,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,117,1,0.8555,45328533
0,1,1,0,1,0,0,0,0,0,0,0,3,4,0,165,1,0.0,45328533
1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,248,0,0.9298,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,173,1,0.7184,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,26,3,0.6369,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,77,4,0.6369,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,17,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,135,1,0.2732,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,38,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,122,1,0.9185,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,80,3,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,139,4,0.8176,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,70,3,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0.5707,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,68,0,0.8529,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,142,1,0.4738,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,37,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,51,1,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48,1,0.8398,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,46,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,40,0,0.5106,45328533
0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,27,0,0.9517,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,39,0,-0.5673,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,70,4,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,122,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,69,4,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,1,0,4,0,75,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,118,1,0.0,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,83,4,0.4215,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,81,4,0.8807,45328533
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,39,0,0.8779,45328533
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,67,0,0.0,45328533
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,68,0,0.0,14772507
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0.0,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,1,0.0,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,285,0,0.5719,14772507
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,304,1,-0.4215,14772507
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1,0.5719,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0.0,14772507
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0.0,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225,1,0.0772,14772507
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,282,0,0.8834,14772507
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,303,1,0.8041,14772507
0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,172,1,0.0,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50,0,0.7184,14772507
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,175,1,0.25,14772507
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,237,0,-0.6369,14772507
0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,152,0,0.6908,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,127,1,0.3818,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,-0.5423,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284,0,0.0516,14772507
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,162,1,0.3612,14772507
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,176,2,0.7579,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,146,0,0.0772,14772507
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,302,1,0.802,14772507
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,217,0,0.3612,14772507
0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,301,0,0.4482,14772507
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,205,0,0.8615,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,35,0,0.0,1297032
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,163,1,0.8647,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,87,0,0.4404,1297032
0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,264,4,0.7639,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,46,1,0.0688,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,187,1,0.9067,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,84,1,0.0,1297032
0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,64,1,0.3612,1297032
0,0,1,0,0,0,0,0,1,1,1,0,0,2,1,279,0,0.7946,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,120,4,0.8981,1297032
0,0,1,0,0,0,0,0,1,1,1,1,1,3,0,157,1,0.7345,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,298,1,0.8436,1297032
0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,120,4,0.784,1297032
0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,128,0,0.0,1297032
0,0,1,0,0,0,0,0,1,1,1,0,0,3,0,230,2,0.743,1297032
0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,95,0,0.1779,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,285,1,0.9572,1297032
0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,189,0,0.9552,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,147,1,0.6549,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,155,1,0.5719,1297032
0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,200,2,0.9476,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,66,1,0.0,1297032
0,0,1,0,1,0,0,0,1,1,1,0,1,2,0,120,3,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,14,0,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,93,3,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,82,4,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,102,1,0.6841,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,111,0,0.6792,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,144,1,0.7734,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,264,1,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,265,1,0.9733,1297032
0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,90,3,0.5242,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,32,1,0.0,1297032
0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,164,0,0.0258,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,262,0,0.8309,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,173,0,0.8172,1297032
0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,242,1,-0.434,1297032
0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,197,1,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,155,1,0.4501,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,69,1,0.34,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,53,0,0.9042,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,42,0,0.5229,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,288,2,0.9272,1297032
0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,236,1,0.9531,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,44,0,0.4199,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,166,2,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,40,0,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,71,1,0.5951,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,96,1,0.8236,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,92,1,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,44,0,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,5,1,132,0,0.6341,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,301,3,0.9904,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,189,1,0.875,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,38,1,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,112,1,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,149,1,0.7003,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,26,0,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,58,1,0.5893,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,95,1,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,30,0,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,183,0,0.0,1297032
0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,108,2,0.0,1297032
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,144,0,0.8625,1297032
0,0,1,0,0,0,0,0,1,1,1,1,0,3,0,295,1,0.9017,1297032
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,115,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,28,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,73,0,0.2942,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,11,0,170,0,0.6114,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,53,0,0.3612,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,59,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,97,0,0.1779,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,91,4,-0.126,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,26,0,0.6369,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,44,0,0.128,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,114,1,0.4249,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,27,0,0.4926,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,87,1,0.729,1728670
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,78,0,0.667,1728670
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,41,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,56,4,0.4926,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,95,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,98,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,30,0,0.8271,1728670
0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,134,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,69,0,-0.4724,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,25,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,65,4,0.5242,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,125,2,0.2732,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,75,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,137,1,0.3802,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,73,0,0.6597,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,54,0,0.7906,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,17,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,98,0,0.8957,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,34,0,0.6597,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,31,0,-0.0201,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,60,0,-0.4857,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,64,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,28,0,-0.9451,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,43,0,0.2023,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,112,2,0.2057,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,56,0,-0.7351,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,66,0,0.6932,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,74,0,-0.1511,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,81,1,0.508,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,26,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,62,1,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,34,1,0.0,1728670
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,27,0,0.8555,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,72,0,0.2263,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,69,0,0.8955,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,50,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,57,1,0.4215,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,42,1,0.5562,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,44,2,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,81,0,0.5707,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,22,0,0.4404,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,75,0,0.4753,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,65,0,0.6249,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,69,0,0.6696,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,34,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,79,0,0.6081,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,29,0,0.6369,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,47,0,0.6486,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,127,1,-0.4003,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,60,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,79,0,0.128,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,68,1,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,40,1,0.0,1728670
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,49,0,0.0,1728670
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,163,0,-0.2023,1728670
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65,0,0.4404,1728670
0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,89,0,0.8718,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,55,0,-0.2263,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,122,0,0.6988,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,65,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,27,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,45,3,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,60,0,0.6784,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,64,0,0.6696,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,31,1,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,74,0,0.0772,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,70,0,0.7574,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,164,0,0.6908,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,48,0,0.6239,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,136,0,0.9468,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,62,0,0.6249,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,26,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,46,0,0.6696,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,110,2,0.4738,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,42,0,-0.3397,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,30,1,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,104,1,0.8997,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,54,0,0.7269,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,82,0,0.815,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,79,0,0.3182,1728670
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,82,0,0.7096,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,25,0,0.6369,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,45,0,-0.3129,1728670
0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,128,1,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,105,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,90,1,0.8655,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,172,0,0.8877,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,66,0,0.9978,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,108,0,-0.4588,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,55,0,-0.658,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,41,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,89,1,0.6486,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,58,0,0.8271,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,112,0,0.5386,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,98,1,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,93,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,111,0,0.7644,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,97,0,0.4404,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,36,0,0.0,1728670
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,36,0,0.6696,1728670
